"ds","y"
"1980-04-01","31.01666666666667"
"1980-05-01","34.50645161290323"
"1980-06-01","32.67"
"1980-07-01","29.380645161290325"
"1980-08-01","30.277419354838706"
"1980-09-01","29.293333333333333"
"1980-10-01","26.480645161290322"
"1980-11-01","19.830000000000002"
"1980-12-01","15.06451612903226"
"1981-01-01","14.309677419354838"
"1981-02-01","17.603571428571428"
"1981-03-01","21.729032258064514"
"1981-04-01","29.65"
"1981-05-01","32.748387096774195"
"1981-06-01","34.160000000000004"
"1981-07-01","29.94193548387097"
"1981-08-01","30.296774193548384"
"1981-09-01","30.073333333333334"
"1981-10-01","25.625806451612902"
"1981-11-01","18.773333333333333"
"1981-12-01","14.296774193548387"
"1982-01-01","14.045161290322579"
"1982-02-01","15.785714285714286"
"1982-03-01","19.732258064516127"
"1982-04-01","27.22"
"1982-05-01","29.432258064516127"
"1982-06-01","33.013333333333335"
"1982-07-01","31.993548387096773"
"1982-08-01","29.5"
"1982-09-01","29.853333333333335"
"1982-10-01","26.20967741935484"
"1982-11-01","20.380000000000003"
"1982-12-01","15.329032258064515"
"1983-01-01","12.84516129032258"
"1983-02-01","16.02857142857143"
"1983-03-01","21.648387096774194"
"1983-04-01","25.503333333333334"
"1983-05-01","30.71290322580645"
"1983-06-01","32.11"
"1983-07-01","30.232258064516127"
"1983-08-01","29.164516129032258"
"1983-09-01","29.47"
"1983-10-01","24.983870967741936"
"1983-11-01","18.630000000000003"
"1983-12-01","14.648387096774192"
"1984-01-01","12.713333333333335"
"1984-02-01","14.889655172413793"
"1984-03-01","24.193548387096776"
"1984-04-01","28.917241379310344"
"1984-05-01","34.935483870967744"
"1984-06-01","33.803333333333335"
"1984-07-01","29.68709677419355"
"1984-08-01","29.338709677419352"
"1984-09-01","27.919999999999998"
"1984-10-01","24.887096774193548"
"1984-11-01","19.080000000000002"
"1984-12-01","15.074193548387097"
"1985-01-01","13.596774193548388"
"1985-02-01","17.353571428571428"
"1985-03-01","24.432258064516127"
"1985-04-01","29.423333333333336"
"1985-05-01","33.68709677419355"
"1985-06-01","33.67333333333333"
"1985-07-01","29.448387096774194"
"1985-08-01","29.7"
"1985-09-01","28.889999999999997"
"1985-10-01","23.880645161290325"
"1985-11-01","19.433333333333334"
"1985-12-01","15.903225806451612"
"1986-01-01","13.367741935483872"
"1986-02-01","16.02857142857143"
"1986-03-01","22.335483870967742"
"1986-04-01","28.876666666666665"
"1986-05-01","30.480645161290322"
"1986-06-01","33.276666666666664"
"1986-07-01","30.096774193548384"
"1986-08-01","30.31612903225807"
"1986-09-01","28.953333333333337"
"1986-10-01","25.425806451612903"
"1986-11-01","20.416666666666664"
"1986-12-01","13.551612903225807"
"1987-01-01","14.151612903225807"
"1987-02-01","18.29285714285714"
"1987-03-01","23.280645161290323"
"1987-04-01","29.348275862068967"
"1987-05-01","29.67096774193548"
"1987-06-01","34.47"
"1987-07-01","34.21612903225807"
"1987-08-01","32.0741935483871"
"1987-09-01","31.05"
"1987-10-01","26.925806451612903"
"1987-11-01","19.666666666666664"
"1987-12-01","14.509677419354839"
"1988-01-01","14.806451612903226"
"1988-02-01","18.1"
"1988-03-01","22.44516129032258"
"1988-04-01","30.223333333333336"
"1988-05-01","35.30967741935484"
"1988-06-01","32.31"
"1988-07-01","29.729032258064517"
"1988-08-01","28.81935483870968"
"1988-09-01","29.776666666666664"
"1988-10-01","25.28076923076923"
"1988-11-01","19.303571428571427"
"1988-12-01","15.048387096774192"
"1989-01-01","12.553333333333333"
"1989-02-01","16.2"
"1989-03-01","21.62333333333333"
"1989-04-01","27.333333333333332"
"1989-05-01","32.80967741935484"
"1989-06-01","32.49666666666666"
"1989-07-01","31.196774193548386"
"1989-08-01","29.80967741935484"
"1989-09-01","28.856666666666666"
"1989-10-01","25.69032258064516"
"1989-11-01","19.443333333333335"
"1989-12-01","13.493548387096775"
"1990-01-01","15.83548387096774"
"1990-02-01","16.321428571428573"
"1990-03-01","20.903225806451612"
"1990-04-01","28.446666666666665"
"1990-05-01","31.532258064516128"
"1990-06-01","34.04"
"1990-07-01","29.925806451612903"
"1990-08-01","29.66774193548387"
"1990-09-01","28.425"
"1990-10-01","25.14814814814815"
"1990-11-01","19.730769230769234"
"1990-12-01","14.256"
"1991-01-01","12.886666666666667"
"1991-02-01","17.442307692307693"
"1991-03-01","22.65"
"1991-04-01","28.073333333333334"
"1991-05-01","32.67"
"1991-06-01","33.010714285714286"
"1991-07-01","32.85806451612903"
"1991-08-01","29.403225806451616"
"1991-09-01","29.226666666666667"
"1991-10-01","24.56451612903226"
"1991-11-01","18.803333333333335"
"1991-12-01","14.572413793103447"
"1992-01-01","14.332142857142859"
"1992-02-01","15.838461538461539"
"1992-03-01","22.75"
"1992-04-01","28.729166666666668"
"1992-05-01","31.72173913043478"
"1992-06-01","34.09230769230769"
"1992-07-01","29.655555555555555"
"1992-08-01","29.47"
"1992-09-01","28.23333333333333"
"1992-10-01","24.861290322580647"
"1992-11-01","19.32333333333333"
"1992-12-01","15.641379310344828"
"1993-01-01","14.006451612903225"
"1993-02-01","18.414285714285715"
"1993-03-01","20.919354838709676"
"1993-04-01","28.137931034482754"
"1993-05-01","33.71935483870968"
"1993-06-01","33.443333333333335"
"1993-07-01","30.13225806451613"
"1993-08-01","31.50967741935484"
"1993-09-01","27.79"
"1993-10-01","24.7"
"1993-11-01","19.863333333333333"
"1993-12-01","14.736666666666668"
"1994-01-01","14.648387096774192"
"1994-02-01","16.65714285714286"
"1994-03-01","24.01290322580645"
"1994-04-01","27.03333333333333"
"1994-05-01","33.01034482758621"
"1994-06-01","33.943333333333335"
"1994-07-01","29.609677419354842"
"1994-08-01","29.089999999999996"
"1994-09-01","28.926666666666666"
"1994-10-01","24.57"
"1994-11-01","19.293333333333333"
"1994-12-01","15.764516129032259"
"1995-01-01","13.087096774193549"
"1995-02-01","16.86785714285714"
"1995-03-01","21.306666666666665"
"1995-04-01","28.393333333333334"
"1995-05-01","33.99354838709677"
"1995-06-01","35.45666666666666"
"1995-07-01","31.651612903225804"
"1995-08-01","28.435483870967744"
"1995-09-01","28.96"
"1995-10-01","26.04516129032258"
"1995-11-01","19.616666666666667"
"1995-12-01","15.27741935483871"
"1996-01-01","13.7"
"1996-02-01","17.068965517241377"
"1996-03-01","23.561290322580646"
"1996-04-01","28.823333333333334"
"1996-05-01","32.332258064516125"
"1996-06-01","31.619999999999997"
"1996-07-01","30.580645161290324"
"1996-08-01","28.529032258064518"
"1996-09-01","28.74"
"1996-10-01","24.9741935483871"
"1996-11-01","18.490000000000002"
"1996-12-01","13.296774193548387"
"1997-01-01","12.390322580645162"
"1997-02-01","16.442857142857143"
"1997-03-01","21.75161290322581"
"1997-04-01","26.55"
"1997-05-01","30.480645161290322"
"1997-06-01","31.206666666666667"
"1997-07-01","31.029032258064518"
"1997-08-01","29.34516129032258"
"1997-09-01","29.110000000000003"
"1997-10-01","23.361290322580647"
"1997-11-01","18.533333333333335"
"1997-12-01","12.509677419354839"
"1998-01-01","12.906451612903226"
"1998-02-01","16.78214285714286"
"1998-03-01","20.31290322580645"
"1998-04-01","29.03333333333333"
"1998-05-01","34.02258064516129"
"1998-06-01","33.026666666666664"
"1998-07-01","30.81612903225807"
"1998-08-01","29.68333333333333"
"1998-09-01","29.293333333333333"
"1998-10-01","25.080000000000002"
"1998-11-01","19.576666666666668"
"1998-12-01","13.609677419354838"
"1999-01-01","12.85"
"1999-02-01","16.942857142857143"
"1999-03-01","23.532258064516128"
"1999-04-01","29.496428571428574"
"1999-05-01","32.91935483870968"
"1999-06-01","32.9"
"1999-07-01","31.177419354838708"
"1999-08-01","31.019354838709678"
"1999-09-01","29.023333333333333"
"1999-10-01","25.383870967741935"
"1999-11-01","20.066666666666666"
"1999-12-01","13.874193548387098"
"2000-01-01","13.42258064516129"
"2000-02-01","15.172413793103448"
"2000-03-01","21.93548387096774"
"2000-04-01","30.443333333333335"
"2000-05-01","33.95806451612903"
"2000-06-01","31.356666666666666"
"2000-07-01","29.777419354838706"
"2000-08-01","30.077419354838707"
"2000-09-01","29.560000000000002"
"2000-10-01","26.238709677419354"
"2000-11-01","20.436666666666667"
"2000-12-01","14.648387096774192"
"2001-01-01","12.345161290322581"
"2001-02-01","17.075"
"2001-03-01","22.296774193548387"
"2001-04-01","27.88965517241379"
"2001-05-01","32.096774193548384"
"2001-06-01","30.633333333333333"
"2001-07-01","30.55483870967742"
"2001-08-01","30.664516129032258"
"2001-09-01","29.95"
"2001-10-01","25.951612903225804"
"2001-11-01","19.543333333333333"
"2001-12-01","14.996774193548386"
"2002-01-01","13.390322580645162"
"2002-02-01","16.70357142857143"
"2002-03-01","23.225806451612904"
"2002-04-01","30.03"
"2002-05-01","33.75483870967742"
"2002-06-01","33.49666666666666"
"2002-07-01","34.66451612903226"
"2002-08-01","30.419354838709676"
"2002-09-01","27.51666666666667"
"2002-10-01","25.596666666666668"
"2002-11-01","19.78"
"2002-12-01","14.85483870967742"
"2003-01-01","11.219354838709677"
"2003-02-01","16.814285714285713"
"2003-03-01","22.33225806451613"
"2003-04-01","29.843333333333334"
"2003-05-01","32.561290322580646"
"2003-06-01","33.980000000000004"
"2003-07-01","29.741935483870968"
"2003-08-01","29.63225806451613"
"2003-09-01","28.32"
"2003-10-01","24.84516129032258"
"2003-11-01","18.503333333333334"
"2003-12-01","14.383870967741936"
"2004-01-01","12.92258064516129"
"2004-02-01","17.76206896551724"
"2004-03-01","25.219354838709677"
"2004-04-01","30.116666666666667"
"2004-05-01","32.61290322580645"
"2004-06-01","31.939999999999998"
"2004-07-01","32.73225806451613"
"2004-08-01","29.45806451612903"
"2004-09-01","29.72"
"2004-10-01","24.316129032258065"
"2004-11-01","19.523333333333333"
"2004-12-01","15.40967741935484"
"2005-01-01","13.445161290322579"
"2005-02-01","16.79642857142857"
"2005-03-01","23.661290322580648"
"2005-04-01","28.626666666666665"
"2005-05-01","32.306451612903224"
"2005-06-01","33.986666666666665"
"2005-07-01","30.151612903225804"
"2005-08-01","31.451612903225804"
"2005-09-01","28.78"
"2005-10-01","25.003225806451614"
"2005-11-01","19.413333333333334"
"2005-12-01","13.035483870967742"
"2006-01-01","14.112903225806452"
"2006-02-01","20.914285714285715"
"2006-03-01","22.593548387096774"
"2006-04-01","29.693333333333335"
"2006-05-01","33.248387096774195"
"2006-06-01","32.08333333333333"
"2006-07-01","31.003225806451617"
"2006-08-01","30.593548387096774"
"2006-09-01","29.123333333333335"
"2006-10-01","26.138709677419353"
"2006-11-01","20.216666666666665"
"2006-12-01","15.193548387096774"
"2007-01-01","13.35483870967742"
"2007-02-01","17.503571428571426"
"2007-03-01","21.825806451612902"
"2007-04-01","30.5"
"2007-05-01","31.873333333333335"
"2007-06-01","33.0"
"2007-07-01","31.164516129032258"
"2007-08-01","30.693333333333335"
"2007-09-01","29.2"
"2007-10-01","24.483333333333334"
"2007-11-01","19.53666666666667"
"2007-12-01","14.445161290322579"
"2008-01-01","12.996774193548386"
"2008-02-01","15.675862068965518"
"2008-03-01","25.070967741935483"
"2008-04-01","28.776666666666664"
"2008-05-01","30.393548387096775"
"2008-06-01","30.296666666666663"
"2008-07-01","30.693548387096776"
"2008-08-01","29.62903225806452"
"2008-09-01","28.583333333333332"
"2008-10-01","26.422580645161293"
"2008-11-01","19.563333333333333"
"2008-12-01","16.23548387096774"
"2009-01-01","14.761290322580646"
"2009-02-01","18.289285714285715"
"2009-03-01","23.480645161290322"
"2009-04-01","29.630000000000003"
"2009-05-01","32.438709677419354"
"2009-06-01","34.589999999999996"
"2009-07-01","32.08709677419355"
"2009-08-01","30.935483870967744"
"2009-09-01","28.923333333333336"
"2009-10-01","25.06451612903226"
"2009-11-01","19.36"
"2009-12-01","14.932258064516128"
"2010-01-01","12.880645161290323"
"2010-02-01","18.075"
"2010-03-01","25.922580645161293"
"2010-04-01","32.315384615384616"
"2010-05-01","34.535483870967745"
"2010-06-01","34.406666666666666"
"2010-07-01","31.064516129032256"
"2010-08-01","29.65806451612903"
"2010-09-01","27.726666666666667"
"2010-10-01","26.04193548387097"
"2010-11-01","20.403333333333332"
"2010-12-01","14.029032258064515"
"2011-01-01","12.390322580645162"
"2011-02-01","16.975"
"2011-03-01","22.925806451612903"
"2011-04-01","28.07"
"2011-05-01","33.170967741935485"
"2011-06-01","32.188"
"2011-07-01","30.638709677419353"
"2011-08-01","29.890322580645158"
"2011-09-01","29.223333333333336"
"2011-10-01","25.729032258064517"
"2011-11-01","20.880000000000003"
"2011-12-01","14.561290322580646"
"2012-01-01","12.877419354838711"
"2012-02-01","16.30344827586207"
"2012-03-01","22.958064516129035"
"2012-04-01","28.336666666666666"
"2012-05-01","33.561290322580646"
"2012-06-01","36.160000000000004"
"2012-07-01","31.938709677419354"
"2012-08-01","29.306451612903224"
"2012-09-01","29.163333333333334"
"2012-10-01","24.86451612903226"
"2012-11-01","18.863333333333333"
"2012-12-01","14.72258064516129"
"2013-01-01","12.154838709677419"
"2013-02-01","16.83214285714286"
"2013-03-01","23.183870967741935"
"2013-04-01","29.043333333333333"
"2013-05-01","33.75806451612903"
"2013-06-01","32.519999999999996"
"2013-07-01","30.661290322580648"
"2013-08-01","29.583870967741934"
"2013-09-01","29.893333333333334"
"2013-10-01","26.325806451612902"
"2013-11-01","18.756666666666668"
"2013-12-01","15.141935483870967"
"2014-01-01","13.383870967741936"
"2014-02-01","15.796428571428573"
"2014-03-01","21.63548387096774"
"2014-04-01","28.073333333333334"
"2014-05-01","31.6"
"2014-06-01","34.85"
"2014-07-01","32.05806451612903"
"2014-08-01","31.4741935483871"
"2014-09-01","29.746666666666663"
"2014-10-01","26.535483870967745"
"2014-11-01","19.843333333333334"
"2014-12-01","13.85483870967742"
"2015-01-01","12.780645161290323"
"2015-02-01","18.789285714285715"
"2015-03-01","21.57741935483871"
"2015-04-01","27.986666666666668"
"2015-05-01","33.60967741935484"
"2015-06-01","32.53333333333333"
"2015-07-01","30.45483870967742"
"2015-08-01","30.438709677419354"
"2015-09-01","30.669999999999998"
"2015-10-01","26.880645161290325"
"2015-11-01","20.796666666666667"
"2015-12-01","16.12258064516129"
"2016-01-01","15.65483870967742"
"2016-02-01","19.010344827586206"
"2016-03-01","25.729032258064517"
"2016-04-01","32.43448275862069"
"2016-05-01","34.667741935483875"
"2016-06-01","34.946666666666665"
"2016-07-01","30.864516129032257"
"2016-08-01","30.861290322580647"
"2016-09-01","31.126666666666665"
"2016-10-01","28.0258064516129"
"2016-11-01","21.84"
"2016-12-01","17.041935483870965"
"2017-01-01","15.274193548387098"
"2017-02-01","19.432142857142857"
"2017-03-01","24.458064516129035"
"2017-04-01","31.757142857142856"
"2017-05-01","33.94516129032258"
"2017-06-01","32.89666666666666"
"2017-07-01","31.425806451612903"
"2017-08-01","31.048387096774196"
"2017-09-01","30.43333333333333"
"2017-10-01","27.325806451612902"
"2017-11-01","19.023333333333333"
"2017-12-01","15.574193548387097"
"2018-01-01","13.67741935483871"
"2018-02-01","18.160714285714285"
"2018-03-01","24.60322580645161"
"2018-04-01","29.743333333333332"
"2018-05-01","32.822580645161295"
"2018-06-01","34.339999999999996"
"2018-07-01","31.14516129032258"
"2018-08-01","30.4741935483871"
"2018-09-01","28.346666666666664"
"2018-10-01","25.97741935483871"
"2018-11-01","21.490000000000002"
"2018-12-01","14.883870967741936"
"2019-01-01","13.674193548387098"
"2019-02-01","16.72142857142857"
"2019-03-01","22.39677419354839"
"2019-04-01","30.52307692307692"
"2019-05-01","33.45161290322581"
"2019-06-01","35.68333333333333"
"2019-07-01","31.835483870967742"
"2019-08-01","31.125806451612902"
"2019-09-01","30.73333333333333"
"2019-10-01","26.848387096774196"
"2019-11-01","20.81"
"2019-12-01","12.5"
"2020-01-01","13.267741935483873"
"2020-02-01","16.834482758620688"
"2020-03-01","21.529032258064515"
"2020-04-01","27.869999999999997"
"2020-05-01","31.793548387096774"
"2020-06-01","33.13333333333333"
"2020-07-01","31.767741935483873"
"2020-08-01","30.793548387096774"
"2020-09-01","31.843333333333334"
"2020-10-01","26.95806451612903"
"2020-11-01","18.60333333333333"
"2020-12-01","14.387096774193548"
"2021-01-01","12.816129032258065"
"2021-02-01","19.72"
"2021-03-01","26.151612903225804"
"2021-04-01","29.026666666666664"
"2021-05-01","30.396774193548385"
"2021-06-01","32.49666666666666"
"2021-07-01","31.535483870967745"
"2021-08-01","31.003225806451617"
"2021-09-01","29.226666666666667"
"2021-10-01","26.15806451612903"
"2021-11-01","18.863333333333333"
"2021-12-01","14.406451612903226"
"2022-01-01","12.774193548387096"
"2022-02-01","17.628571428571426"
"2022-03-01","25.254838709677422"
"2022-04-01","31.076666666666664"
"2022-05-01","33.351612903225806"
"2022-06-01","34.53666666666667"
"2022-07-01","30.767741935483873"
"2022-08-01","30.52258064516129"
"2022-09-01","29.380000000000003"
"2022-10-01","24.93548387096774"
"2022-11-01","19.983333333333334"
"2022-12-01","14.764516129032259"
"2023-01-01","12.938709677419354"
"2023-02-01","19.607142857142858"
"2023-03-01","23.14516129032258"
"2023-04-01","27.5"
"2023-05-01","29.65806451612903"
"2023-06-01","31.48"
"2023-07-01","30.351612903225806"
"2023-08-01","31.116129032258065"
